stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_desc,wheelchair_boarding,platform_code,location_type,parent_station,stop_timezone,stop_url,tts_stop_name,zone_id,alias,stop_area,authority,lest_x,lest_y,kommentaar,kovde_oigusakt
141161,4990038,Kase tee,58.7181386,25.9577454,Põltsamaa-Pajusi-Luige mnt suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
142562,8490090-1,Kirivere kool,58.634017,25.704518,,,,0,,,,,,,Põhja-Sakala vald,Viljandimaa,,,,
139933,5901115-1,Laekvere,59.0678075,26.5595365,,,,0,,,,,Viru4,,Vinni vald,Lääne-Virumaa,6550469.499,646778.812,"lisatud, 541a/post puudub (20.03.2018)",Vinni VV korraldus 3.05.2018 nr 205
5517,34502-1,Vanaveski,59.5609716,25.7246458,,,,0,,,,,Harju4B,,Kuusalu vald,Harjumaa,6603861.0,597502.0,,Kuusalu VV 24.09.2020 korraldus nr 587
1103,07802-1,Tihase,59.4227545,24.7153254,,,,0,,,,,Harju1,,Kristiine,Tallinna linn,6587425.569,540608.47,,
2865,20806-1,Hansunõmme,59.4978999,24.9016876,,,,0,,,,,Harju2,,Viimsi vald,Harjumaa,6595924.0,551075.0,,Viimsi VV korraldus 14.10.2020 nr 599
142222,8200814-1,Tomsoni,57.9830959,25.6818646,Taagepera suunas,,,0,,,,,,,Helme vald,Valgamaa,6428099.499,599490.25,,
32110,5700049-1,Holmi,58.9567734,23.5249446,,,,0,,,,,Laane1,,Haapsalu linn,Läänemaa,6535397.5,472663.562,KP,Haapsalu LV määrus 16.01.2019 nr 44
151426,5701105-1,Hara,59.0855951,23.5288873,,,,0,,,,,Laane2,,Lääne-Nigula vald,Läänemaa,6549744.999,472991.218,endine Hara Lääne-Nigula korraldus 06.04.2021 2-3/21-128,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
25375,5100073-1,Jalgsema,59.0873518,25.8944013,,,,0,,,,,,,Järva vald,Järvamaa,6551379.289,608586.509,,
34194,6590004-1,Ilumetsa,57.9678611,27.4107298,Rong Koidula suunas,,,0,,,,,,,Räpina vald,Põlvamaa,6430286.499,701781.25,,
27985,8600431-1,Naftabaas,57.8206083,27.0221581,Kaitseväe suunas,,,0,,,,,,,Võru linn,Võrumaa,6412800.0,679548.312,,
32836,4900121-1,Kaigu,58.6523627,25.8541406,Vitsjärve suunas,,,0,,,,,tartu2,,Põltsamaa vald,Jõgevamaa,,,,
23762,4400331-1,Kuremäe,59.1959954,27.5398282,Vasknarva suunas,,,0,,,,,,Kuremäe,Illuka vald,Ida-Virumaa,6567284.499,702196.312,,
9811,23682-1,Viimsi keskus 2,59.5090964,24.8294812,,,,0,,,,,Harju2,,Viimsi vald,Harjumaa,6597118.499,546969.75,"1A, 49, 174 ja 114 TLN suund, Viimsi VV korraldus 14.10.2020 endine Viimsi keskus",Viimsi VV korraldus 14.10.2020 nr 599
155753,4990502-2,Koimula,58.8229048,26.6381837,Mustvee suunas,,,0,,,,,,,Jõgeva vald,Jõgevamaa,,,,
27014,8200223-1,Väikekuke,57.9410873,25.8314077,,,,0,,,,,,,Tõrva vald,Valgamaa,6423654.069,608462.05,,
130347,16510-1,Iru hooldekodu,59.4529563,24.9053197,,,,0,,,,,Harju1,,Lasnamäe,Tallinna linn,6590920.2,551348.3,,
1400,14503-1,Betooni,59.426323,24.850922,,,,0,,,,,Harju1,,Lasnamäe,Tallinna linn,6587912.949,548300.76,,
20358,7800104-1,Haava,58.4602704,26.7879342,Tartu suunas,,,0,,,,,,,Tartu vald,Tartumaa,6483379.99,662681.0,,
25615,8600540-1,Raiste tee,57.8907065,26.8501167,Võru suunas,,,0,,,,,,,Võru vald,Võrumaa,6420152.989,669001.92,,
27251,6701079-1,Uduvere,58.6209559,24.5385466,,,,0,,,,,,,Põhja-Pärnumaa vald,Pärnumaa,6498021.5,531290.187,,
21668,8200638-1,Tehvandi,58.0449871,25.8701621,Helme suunas,,,0,,,,,,,Tõrva vald,Valgamaa,6435285.02,610434.03,,
21838,5900332-1,Käru,58.9576273,26.4432904,,,,0,,,,,Viru4,Käru,Väike-Maarja vald,Lääne-Virumaa,6537956.09,640562.54,,Väike-Maarja VV määrus 5.09.2018 nr 526
11434,22742-1,Antsuküla,59.0570198,24.1802619,,,,0,,,,,Harju4A,,Saue vald,Harjumaa,6546481.0,510343.0,endine Ellamaa 2. uus nimi alates 24.09.18,Saue valla korraldus nr 1232 26.09.2018
22046,7800248-1,Kikaste,58.3839439,27.0204916,Luunja suunas,,,0,,,,,,,Luunja vald,Tartumaa,6475474.999,676625.0,,
91590,4900222-1,Kursi,58.5924167,26.3413239,Tõrve suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
142463,12705-1,Mälestusvälja,59.45745,24.8119,,,,0,,,,,Harju1,,Pirita,Tallinna linn,6591352.959,546043.898,,
26977,6701130-1,Valteri,58.3576247,24.6135734,,,,0,,,,,PärnuLinn,,Pärnu linn,Pärnumaa,6468730.5,535917.5,,
5211,23040-1,Retimäe,59.3178372,25.1588341,,,,0,,,,,Harju3,,Raasiku vald,Harjumaa,6576090.999,565986.0,,Raasiku VV 22.04.2024 määrus nr 154
30607,5900178-1,Kakumäe,59.2673429,26.4417842,,,,0,,,,,Viru4,,Vinni vald,Lääne-Virumaa,6572430.24,639220.31,,Vinni VV korraldus 3.05.2018 nr 205
955,04405-1,Pärnu maantee,59.3600256,24.6298328,Laagri suunas,,,0,,,,,Harju1,,Nõmme,Tallinna linn,6580389.01,535820.89,,
1307,12213-1,Pronksi,59.4371973,24.7610041,,,,0,,,,,Harju1,,Kesklinn,Tallinna linn,6589063.0,543183.25,,
29173,5700070-1,Jalukse,59.01602,23.791749,,,,0,,,,,Laane2,,Lääne-Nigula vald,Läänemaa,6541918.689,488036.876,,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
133019,8600861-1,Juusa,57.81913,27.37753,Saetamme suunas,,,0,,,,,,,Setomaa vald,Võrumaa,6413642.676,700652.558,,
33000,6500506-1,Põlva bussijaam,58.0521792,27.0435873,Platvorm 1,,1,0,6591001,,,,,Põlva,Põlva vald,Põlvamaa,6438622.945,679650.671,Platvorm 1,
130652,43172-1,Sellijärve,59.3253414,24.9979305,,,,0,,,,,Harju2,,Rae vald,Harjumaa,6576779.582,556812.17,Rae õpilased; endine Vana-Üüdiku (kuni 4.2024),Rae valla korraldus 09.04.2024 nr 604
142294,21970-1,Ülevälja,59.2027634,24.3177817,,,,0,,,,,Harju4A,,Saue vald,Harjumaa,6562745.0,518156.6,lisatud 24.09.18,Saue valla korraldus nr 1232 26.09.2018
25329,5100269-1,Koltsi,59.11049,25.67293,,,,0,,,,,tartu1,,Järva vald,Järvamaa,6553618.342,595830.373,,
4828,22822-1,Risti kool,59.2245755,24.022382,,,,0,,,,,Harju4A,,Lääne-Harju vald,Harjumaa,6565131.999,501277.999,,Lääne-Harju VV määrus nr 11 27.11.2018
10734,04804-1,Hiiu,59.382947,24.66998,Rong Paldiski suunas,,,0,,,,,Harju1,Hiiu,Nõmme,Tallinna linn,6582964.499,538078.625,,
27363,5100350-1,Peedu,59.19735,25.60971,,,,0,,,,,,,Järva vald,Järvamaa,6563202.65,591977.479,,
26026,8600619-1,Saru lauatehas,57.6046513,26.478665,Saru suunas,,,0,,,,,,,Rõuge vald,Võrumaa,6387438.979,648163.98,,
22048,6700891-1,Seljametsa,58.3580031,24.6591153,,,,0,,,,,,,Pärnu linn,Pärnumaa,6468797.93,538582.95,,
140447,5901145-1,Paisjärve,59.5444393,26.1768115,,,,0,,,,,Viru2,,Haljala vald,Lääne-Virumaa,6602763.499,623116.687,"lisatud, 541a/post puudub, teelaiend (14.10.2021)",Haljala VV määrus 4.07.2018 nr 332
137934,03608-1,Rehe,59.3979293,24.6384072,,,,0,,,,,Harju1,,Haabersti,Tallinna linn,6584615.998,536268.345,,
22494,6700588-1,Mõnuvere,58.5269489,24.6137278,,,,0,,,,,,,Tori vald,Pärnumaa,6487588.92,535753.99,,
31661,4900687-1,Vanamõisa,58.8013269,26.7524966,Linnutaja peatuse suunas,,,0,,,,,,,Jõgeva vald,Jõgevamaa,,,,
143830,8490171-1,Ekseko,58.3333401,25.6491732,Mustla suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
159308,4990757-1,Separa,58.9644896,27.0341997,Vadi suunas,,,0,,,,,,,Mustvee vald,Jõgevamaa,,,,
10873,13710-1,Vesse,59.4230016,24.8191342,Rong Aegviidu suunas,,,0,,,,,Harju1,Vesse,Lasnamäe,Tallinna linn,6587520.5,546501.0,,
5252,21418-1,Palmimäe,59.298363,25.3643847,,,,0,,,,,Harju4B,,Anija vald,Harjumaa,6574142.165,577733.034,,Anija VV määrus 23.01.2024 nr 2-3/47
153677,22417-1,Kiviposti,59.2068322,25.2654004,,,,0,,,,,Harju4B,,Kose vald,Harjumaa,6563837.1,572286.644,lisatud 7.12.21,Kose VV korraldus 21.12.2021 nr 910
126689,23392-1,Koru,59.3497489,24.5977219,,,,0,,,,,Harju2,,Saue vald,Harjumaa,6579227.5,534004.874,peatus tähistamata 06.2020,Saue valla korraldus nr 701 4.10.2016
26536,8600674-1,Teemeistri,57.7390844,27.2709324,Võru suunas,,,0,,,,,,,Võru vald,Võrumaa,6404423.99,694759.48,,
28089,7400648-1,Räägi,58.4639103,22.7343543,,,,0,,,,,,,Saaremaa vald,Saaremaa,6481101.0,426138.049,,
133743,13808-1,Nuia,59.4158734,24.8513998,,,,0,,,,,Harju1,,Lasnamäe,Tallinna linn,6586749.259,548342.656,,
30617,7800875-1,Sipelga,58.1916137,26.4112452,Hellenurme suunas,,,0,,,,,,,Elva vald,Tartumaa,6452624.999,641786.125,,
122284,7400282-1,Kuiste,58.4431402,22.8822446,,,,0,,,,,,,Saaremaa vald,Saaremaa,6478634.64,434729.4,,
5411,29901-1,Pudisoo,59.5193014,25.5547599,,,,0,,,,,Harju4B,,Kuusalu vald,Harjumaa,6598984.999,588007.0,,Kuusalu VV 24.09.2020 korraldus nr 587
31420,6500346-1,Mammaste,58.0714146,27.047329,Tartu suunas,,,0,,,,,,,Põlva vald,Põlvamaa,6440773.14,679774.08,,
146443,6790035-1,Häädemeeste tee,58.0864006,24.5088231,,,,0,,,,,,,Häädemeeste vald,Pärnumaa,6438471.81,530014.88,,
143581,7400961-1,Pähklimetsa,58.2641789,22.5275309,,,,0,,,,,,,Kaarma vald,Saaremaa,6459106.999,413581.531,,
22449,8400686-1,Erikooli,58.3614768,25.3938704,Tohvri suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
29438,8600630-1,Seveli,57.5909573,26.7335924,Alska suunas,,,0,,,,,,,Rõuge vald,Võrumaa,6386507.02,663456.55,,
24473,4400694-1,Sinimäe kalmistu,59.3724403,27.8490456,Sillamäe suunas,,,0,,,,,,,Narva-Jõesuu linn,Ida-Virumaa,6587880.699,718713.04,,
1133,08902-1,Hipodroom,59.4298787,24.7063718,,,,0,,,,,Harju1,,Kristiine,Tallinna linn,6588213.799,540091.839,,
32469,4400737-1,Sõpruse,59.3930463,27.7723306,Jõhvi suunas,,,0,,,,,,Sillamäe,Sillamäe linn,Ida-Virumaa,6589924.999,714229.5,,
24272,5100414-1,Rabaristi,58.8623329,25.6141078,,,,0,,,,,tartu1,,Paide linn,Järvamaa,6525901.769,593126.62,,
129064,4990017-1,Tammiku tee,58.6126343,26.3247568,Koidu peatuse suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
22487,7000018-1,Alesti,59.157711,24.8518508,,,,0,,,,,Kohila,,Kohila vald,Raplamaa,6557992.83,548733.48,,Kohila VV määrus 02.11.2015 nr 306
31174,4900596-1,Sõõru,58.646093,26.9056434,Nõva suunas,,,0,,,,,,,Peipsiääre vald,Tartumaa,6504349.01,668649.07,,
132223,22349-1,Ardu kool,59.102056,25.357472,,,,0,,,,,Harju4B,,Kose vald,Harjumaa,6552270.852,577781.772,,Kose VV korraldus 1.nov 2016 nr 619
22981,7801065-1,Vangi,58.3050041,26.7666878,Aardlapalu suunas,,,0,,,,,,,Kastre vald,Tartumaa,6466050.069,662155.02,,
23954,8600818-1,Võmmorski,57.8302927,27.5353786,Veski suunas,,,0,,,,,,,Setomaa vald,Võrumaa,6415367.45,709956.05,,
11853,30009-1,Kolga kool,59.49249,25.601068,,,,0,,,,,Harju4B,,Kuusalu vald,Harjumaa,6596060.5,590699.062,,Kuusalu VV 24.09.2020 korraldus nr 587
146955,5901194-1,Näituse,59.3633728,26.3401906,,,,0,,,,,Viru1,,Rakvere vald,Lääne-Virumaa,6582915.0,633057.125,lisatud 26.09.2019,
28254,8200056-1,Asu,57.888884,26.0565999,Valga suunas,,,0,,,,,,,Tõrva vald,Valgamaa,6418229.01,621972.97,,
1107,07806-1,Hauka,59.4207497,24.7235362,,,,0,,,,,Harju1,,Kristiine,Tallinna linn,6587207.23,541076.98,,
5317,41016-1,Võidu,59.3705773,25.1928205,,,,0,,,,,Harju3,,Anija vald,Harjumaa,6581999.313,567816.57,,Raasiku VV 22.04.2024 määrus nr 154
10778,21779-1,Klooga aedlinn,59.3246278,24.2172399,Rong Paldiski suunas,,,0,,,,,Harju3,Klooga-aedlinn,Lääne-Harju vald,Harjumaa,6576297.499,512368.156,rong,Lääne-Harju Vallavalitsus 27.11.2018 määrus nr 11
92474,8200331-1,Meriloo tee,58.0012149,26.192348,,,,0,,,,,,,Valga vald,Valgamaa,6430988.5,629612.312,,
22374,7000547-1,Tugeda,58.7959716,24.8645005,Ametlik nimi: Tugede,,,0,,,,,Rapla2,,Kehtna vald,Raplamaa,6517711.64,549976.41,,Kehtna VV määrus 17.11.2015 nr 331
34041,4490009-1,Kohtla-Nõmme,59.3618145,27.1895502,Rong Narva suunas,,,0,,,,,,,Kohtla-Nõmme alev,Ida-Virumaa,6584731.999,681326.188,,
1283,12003-1,Vabaduse väljak,59.43251,24.7426708,,,,0,,,,,Harju1,,Kesklinn,Tallinna linn,6588529.18,542148.75,,
90610,6500730-1,Uibujärve,58.0259604,27.1958299,Partsi suunas,,,0,,,,,,,Põlva vald,Põlvamaa,6436124.0,688769.375,,
29158,6700993-1,Tammesilla,58.4949467,24.3356499,Pärnu suunas,,,0,,,,,,,Pärnu linn,Pärnumaa,6483909.929,519572.01,,
116488,5900123-1,Jupri,59.2822363,26.34855,,,,0,,,,,Viru1,,Rakvere vald,Lääne-Virumaa,6573898.5,633848.625,541a/post puudub (20.02.2018),Rakvere VV määrus 11.02.2016 nr 4
23997,7400782-1,Triigi,58.5788004,22.7056617,,,,0,,,,,,Triigi,Saaremaa vald,Saaremaa,6493927.0,424710.687,,
862,02110-1,Joostimägi,59.41382,24.6714795,,,,0,,,,,Harju1,,Mustamäe,Tallinna linn,6586404.539,538129.42,,
162421,7401041-1,Nigula,58.531226,22.7683468,,,,0,,,,,,,Leisi vald,Saaremaa,6488560.39,428259.259,,
153276,4401126-1,Polikliiniku,59.395588,27.755643,Kannuka suunas,,,0,,,,,,,Sillamäe linn,Ida-Virumaa,6590154.526,713266.965,,
31004,6700959-1,Helenurme,58.6451154,24.326533,,,,0,,,,,,,Põhja-Pärnumaa vald,Pärnumaa,6500632.95,518958.98,,
28249,8200025-1,Alamõisa,57.9468528,26.036393,Valga suunas,,,0,,,,,,,Tõrva vald,Valgamaa,6424645.929,620578.93,,
30582,4900545-1,Saare,58.6565306,26.7946978,Sopi peatuse suunas,,,0,,,,,,,Mustvee vald,Jõgevamaa,,,,
27280,6700095-1,Gümnaasium,58.4080359,24.6586337,Pärnu suunas,,,0,,,,,PärnuMVLL,Sindi,Tori vald,Pärnumaa,6474369.949,538500.04,,
26454,5100114-1,Kapu,58.9814469,26.0477013,,,,0,,,,,Viru4,,Koeru vald,Järvamaa,6539846.2,617731.06,,
162881,8490282-1,Pehke,58.3314097,25.5623486,Heimtali suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
93442,5900723-1,Seljamäe tee,59.1880755,26.8429432,,,,0,,,,,Viru3,,Vinni vald,Lääne-Virumaa,6564509.0,662454.125,,Vinni VV korraldus 3.05.2018 nr 205
22442,8400806-1,Roosu tee,58.4311907,25.4576047,Suure-Jaani suunas,,,0,,,,,,,Põhja-Sakala vald,Viljandimaa,,,,
1177,09605-1,Supelranna,59.4440878,24.6878361,,,,0,,,,,Harju1,,Põhja-Tallinn,Tallinna linn,6589785.759,539023.61,,
92856,6500646-1,Suuremetsa,57.861869,27.347655,Lepassaare suunas,,,0,,,,,,,Võru vald,Võrumaa,6418307.999,698641.75,,
23606,4400305-1,Koodikool,59.3525181,27.4128687,Tartu suunas,,,0,,,,,,,Jõhvi vald,Ida-Virumaa,6584322.499,694063.937,,
26936,8400506-1,Muri,58.1971761,25.61499,Viljandi suunas,,,0,,,,,,,Mulgi vald,Viljandimaa,,,,
163092,6790107-1,Škunmeži,57.818597,24.346958,,,,0,,,,,,,Häädemeeste vald,Pärnumaa,6408583.863,520621.035,,
10795,16604-1,Pirita jõgi,59.4449,24.909158,,,,0,,,,,Harju1,,Lasnamäe,Tallinna linn,6590025.704,551578.155,,
136008,5901043-1,Haljala tee,59.422797,26.279185,,,,0,,,,,Viru2,,Haljala vald,Lääne-Virumaa,6589411.795,629364.961,,Haljala VV määrus 4.07.2018 nr 332
123047,7820167-1,Näituse,58.3789342,26.7084644,Taara pst. suunas,,,0,,,,,TartuLinn,,Tartu linn,Tartu linn,6474138.273,658412.042,,
23787,8600012-1,Aida,57.828007,27.0183142,Soo ristmiku suunas,,,0,,,,,,,Võru linn,Võrumaa,6413612.939,679283.03,,
123834,6701226-1,Lõvi,58.4110323,24.3842426,,,,0,,,,,,,Pärnu linn,Pärnumaa,6474578.999,522459.0,,
139008,02002-1,Kotermaa,59.4051708,24.6164346,,,,0,,,,,Harju1,,Haabersti,Tallinna linn,6585411.02,535012.685,,
20750,7800605-1,Nuudi,58.218632,26.3746113,Elva suunas,,,0,,,,,,,Elva vald,Tartumaa,6455555.5,639526.375,,
24177,7800289-1,Kolli,58.2399154,26.9255108,Uniküla suunas,,,0,,,,,,,Kastre vald,Tartumaa,6459202.5,671773.937,,
5031,23216-1,Järveoja,59.24343,24.75059,,,,0,,,,,Harju3,,Saku vald,Harjumaa,6567471.778,542833.866,"22.04.16 endine tingliku peatuse nimi Kiisa tee, endine Kirdalu (kuni 09.2022)",Saku valla korraldus 29.09.2022 nr 563
24358,8400978-1,Tõigaste,58.3290258,25.5813299,Mustla mnt suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
144952,4401020-1,Koidu,59.4244221,28.1178024,Peeterristi suunas,,,0,,,,,,,Narva-Jõesuu linn,Ida-Virumaa,6594567.623,733610.68,,
139281,6701272-1,Kalli,58.5311591,24.0529182,,,,0,,,,,,,Lääneranna vald,Pärnumaa,6487895.499,503082.531,,
161540,09710-1,Dvigatel (ajutine),59.4231532,24.8015714,,,,0,,,,,Harju1,,Lasnamäe,Tallinna linn,6587525.34,545503.833,,
32146,5700411-1,Tamme,58.9380012,23.5528499,,,,0,,,,,Laane1,,Haapsalu linn,Läänemaa,6533295.5,474255.375,,Haapsalu LV määrus 16.01.2019 nr 44
34206,7890020-1,Reola,58.2716094,26.7713053,Rong Põlva suunas,,,0,,,,,,Reola; Reola raudteejaam,Kastre vald,Tartumaa,6462344.999,662579.125,,
21666,8200404-1,Palu,58.0975282,26.3916894,Otepää suunas,,,0,,,,,,,Otepää vald,Valgamaa,6442111.5,641010.25,,
141980,8490072-1,Kaarli,58.1876519,25.5165904,Viljandi suunas,,,0,,,,,,,Mulgi vald,Viljandimaa,,,,
144542,7400968-1,Ahlu,58.4729921,22.8105388,,,,0,,,,,,,Saaremaa vald,Saaremaa,6482030.999,430601.562,,
23405,7000583-1,Valgu,58.8182594,24.5909486,,,,0,,,,,Rapla3,,Märjamaa vald,Raplamaa,6520022.499,534141.125,27.03.18 märk 541a puudub / paviljon olemas,Märjamaa VV määrus 07.10.2015 nr 882
92130,8200064-1,Eesti-Läti piir,57.7781704,26.0214049,,,,0,,,,,,,,Valgamaa,6405840.0,620257.812,,
31514,6700904-1,Seeneriigi,58.3442341,24.6207765,,,,0,,,,,PärnuLinn,,Pärnu linn,Pärnumaa,6467243.02,536352.95,,
22696,4420035-1,Jõe,59.389981,28.194833,,,,0,,,,,,,Narva linn,Narva linn,,,,
24395,4420009-1,Baltika,59.4315623,28.0450255,,,,0,,,,,,,Narva linn,Narva linn,,,,
23858,8200165-1,Keeni,57.9552476,26.2762782,ei ole kasutusel,,,0,,,,,,,Otepää vald,Valgamaa,6426036.999,634746.125,,
5129,22137-1,Raveliku,59.1619102,25.2364454,,,,0,,,,,Harju4B,,Kose vald,Harjumaa,6558803.0,570725.0,,Kose VV korraldus 1.nov 2016 nr 619
28637,4400717-1,Soolepi,59.275147,27.0177267,Rääsa suunas,,,0,,,,,Viru7,,Lüganuse vald,Ida-Virumaa,6574634.999,671999.0,,
23211,7000582-1,Valgu,58.8183613,24.5912457,,,,0,,,,,Rapla3,,Märjamaa vald,Raplamaa,6520034.0,534158.187,,Märjamaa VV määrus 07.10.2015 nr 882
126315,5100657-1,Liblikamäe,58.92271,25.85755,,,,0,,,,,tartu1,,Järva vald,Järvamaa,6532987.859,606982.552,,
33036,5700388-1,Spithami tee,59.1686,23.52647,,,,0,,,,,Laane3,,Lääne-Nigula vald,Läänemaa,6558991.945,472917.911,,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
25646,5700274-1,Oonga,58.826302,23.736099,,,,0,,,,,Laane3,,Lääne-Nigula vald,Läänemaa,6520797.916,484756.901,,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
5275,37504-1,Soodla kauplus,59.386646,25.3661446,,,,0,,,,,Harju3,,Anija vald,Harjumaa,6583977.0,577633.0,,Anija VV määrus 23.01.2024 nr 2-3/47
5012,23225-1,Männiku jaam,59.3396616,24.7015075,,,,0,,,,,Harju2,,Saku vald,Harjumaa,6578161.0,539920.874,,Saku VV korraldus 10.02.2026 nr 77
153022,22408-1,Kose-Risti parkla,59.1643816,25.1876163,,,,0,,,,,Harju4B,,Kose vald,Harjumaa,6559027.79,567927.389,lisatud Pikasesse ja looduses tähistatud 09.2021,Kose VV korraldus 12. okt 2021 nr 731
156772,8600966-1,Kornitsa,57.76153,27.30171,,,,0,,,,,,,Võru vald,Võrumaa,6407010.732,696467.575,,
27682,7000317-1,Nurme,58.7358162,24.5889699,,,,0,,,,,Rapla3,,Märjamaa vald,Raplamaa,6510838.999,534107.437,27.03.18 märk 541a puudub (paviljon olemas),Märjamaa VV määrus 07.10.2015 nr 882
32026,4400611-1,Päite,59.3919691,27.6914053,Tallinna suunas,,,0,,,,,,,Toila vald,Ida-Virumaa,6589549.48,709645.07,,
5081,22017-1,Paekna,59.2630042,24.8377265,,,,0,,,,,Harju2,,Kiili vald,Harjumaa,6569711.0,547779.0,KP,Kiili Vallavalitsuse 17.11.2015 määrus nr 6
92141,8200729-1,Võndi,57.9746562,25.8702937,Taagepera suunas,,,0,,,,,,,Helme vald,Valgamaa,6427454.999,610660.187,,
27835,4400169-1,Irvala,59.353216,27.020438,Keskuse suunas,,,0,,,,,Viru7,,Lüganuse vald,Ida-Virumaa,6583330.037,671761.947,,
22574,8600344-1,Loosi kool,57.8065368,27.2040246,Tüütsmäe suunas,,,0,,,,,,,Võru vald,Võrumaa,6411735.96,690419.96,,
11607,11606-2,Bussijaam (bus station),59.4282761,24.7766987,,,,0,,,,,Harju1,,Kesklinn,Tallinna linn,6588079.409,544085.31,,
24957,5900289-1,Kruusiaugu,59.1273271,26.273422,,,,0,,,,,Viru5,,Väike-Maarja vald,Lääne-Virumaa,6556504.619,630153.34,endine Kruusaaugu - asukoht üle kontrollida (10.2024),Väike-Maarja VV määrus 5.09.2018 nr 526
1501,16904-1,Kose tee,59.455058,24.8712047,,,,0,,,,,Harju1,,Lasnamäe,Tallinna linn,6591128.689,549410.42,,
9909,7000633-1,Villema,59.0376369,25.0711286,,,,0,,,,,Rapla2,,Rapla vald,Raplamaa,6544798.999,561490.75,,Kaiu VV määrus 26.08.2015 nr 7-3/402-3
143608,7400972-1,Väike-Ula,58.0639427,22.1380173,,,,0,,,,,,,Saaremaa vald,Saaremaa,6437381.999,390107.437,,
31380,4900099-1,Kaarli,58.5916715,26.2544073,Puurmani suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
20391,6700166-1,Jõesuu,58.4941931,24.9011473,,,,0,,,,,,,Tori vald,Pärnumaa,6484130.0,552546.375,,
158806,47512-1,Liivamäe,59.265442,24.4707584,,,,0,,,,,Harju3,,Saue vald,Harjumaa,6569778.42,526847.869,lisatud 11.10.23,Saue valla korraldus nr 992 25.10.2023
21420,8600336-1,Litsmetsa,57.7600546,26.6265011,Jõesilla suunas,,,0,,,,,,,Antsla vald,Võrumaa,6405070.949,656319.02,,
143621,8600883-1,Kasakova,57.7871138,27.4488376,Tobrova suunas,,,0,,,,,,,Setomaa vald,Võrumaa,6410297.0,705068.375,,
26343,8400866-1,Sinejärve,58.0659958,25.6207225,Karksi-Nuia suunas,,,0,,,,,,,Mulgi vald,Viljandimaa,,,,
80811,3700126-1,Liiva,58.8305178,22.7585339,,,,0,,,,,,,Hiiu vald,Hiiumaa,6521900.999,428304.687,,
32266,5900373-1,Liiguste,59.44538,26.089633,,,,0,,,,,Viru2,,Haljala vald,Lääne-Virumaa,6591576.062,618531.396,,Haljala VV määrus 4.07.2018 nr 332
162091,47529-1,Vahtramäe,59.360933,24.5558596,,,,0,,,,,Harju2,,Saue vald,Harjumaa,6580452.906,531613.025,lisatud 11.10.24,Saue valla korraldus nr 1002 30.10.2024
25291,5700320-1,Rannaküla,58.957133,23.667255,,,,0,,,,,Laane2,,Lääne-Nigula vald,Läänemaa,6535388.24,480852.745,,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
24827,8600331-1,Linnuse,57.8639913,26.9954931,Väimela suunas,,,0,,,,,,,Võru vald,Võrumaa,6417556.07,677749.47,,
22555,8200102-1,Jaama,57.7752559,26.0526572,,,,0,,,,,,,Valga vald,Valgamaa,6405571.999,622126.437,,
20343,4400218-1,Kalvi,59.4747735,26.7953809,,,,0,,,,,Viru3,,Viru-Nigula vald,Lääne-Virumaa,6596305.467,658407.245,,Viru-Nigula VV määrus 22.01.2026 nr 1
29296,7400560-1,Piiri,58.602345,23.1933619,,,,0,,,,,,,Muhu vald,Saaremaa,6496104.93,453109.08,,
24256,7000328-1,Manni,58.7313059,24.4101032,,,,0,,,,,Rapla3,,Märjamaa vald,Raplamaa,6510259.499,523752.437,,Vigala VV määrus 29.10.2015 nr 56
20905,8400941-1,Teerist,58.3207096,25.7399115,Mõnnaste tee suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
159261,7401038-1,Karja sinilille,58.5102275,22.6904314,,,,0,,,,,,,Leisi vald,Saaremaa,6486307.999,423675.781,,
163302,47535-1,Miku,59.3355079,24.5577419,,,,0,,,,,Harju2,,Saue vald,Harjumaa,6577621.499,531743.625,lisatud 22.05.25,Saue valla korraldus nr 511 11.06.2025
154460,7801380-1,Veske,58.541851,26.4580324,Tabivere suunas,,,0,,,,,,,Tartu vald,Tartumaa,6491707.499,643106.937,,
145710,4401033-1,Meierei,59.364655,27.435181,Narva mnt. suunas,,,0,,,,,,,Jõhvi linn,Ida-Virumaa,6585737.566,695262.35,,
25598,7820134-1,Lootuse,58.3694228,26.7215238,Kesklinna suunas,,,0,,,,,TartuLinn,,Tartu linn,Tartu linn,6473110.702,659218.406,,
21529,7400119-1,Järise,58.4947169,22.4282591,,,,0,,,,,,,Saaremaa vald,Saaremaa,6484909.079,408357.95,,
